ID_MOEDA;DATA_REF;vlr_cotacao
BOB;2010-01-08;1,549354196
JPY;2010-10-15;1,062427998
EGP;2010-10-11;2,354930043
OMR;2010-11-10;4,626678884
SBD;2010-01-11;3,206943035
LBP;2010-02-25;5,948533237
CDF;2010-07-13;6,444893062
MGB;2010-03-31;5,308034182
XDR;2010-08-06;5,91114378
SSP;2010-10-19;4,113375247
ARS;2010-08-24;6,09683311
MGA;2010-03-12;3,134149313
XOF;2010-04-20;6,277974188
MGB;2010-07-22;4,843525469
KMF;2010-05-13;3,30023998
ARS;2010-05-13;7,652436554
MRO;2010-02-01;4,745943546
HTG;2010-05-21;2,761183918
UGX;2010-05-12;1,655840278
ALL;2010-07-20;2,157348335
MRO;2010-06-01;4,962977052
XAF;2010-06-23;5,243799567
CLP;2010-03-01;1,726988435
PHP;2010-11-04;2,438262224
ILS;2010-05-06;4,59550494
CZK;2010-03-26;6,199948788
KMF;2010-03-12;2,213394344
EGP;2010-10-15;2,536524653
CUP;2010-07-29;5,457857788
HTG;2010-03-25;3,775091052
ISK;2010-11-05;5,96556592
EGP;2010-05-18;5,084294915
XAF;2010-10-06;4,107340395
VES;2010-04-02;2,293905199
OMR;2010-04-01;4,248685837
EUR;2010-05-26;3,942444265
MXN;2010-09-07;1,207063735
SLL;2010-03-19;7,258347929
CUP;2010-04-20;1,562638462
AFN;2010-09-23;7,97430557
MRO;2010-03-08;7,489221871
THB;2010-09-06;7,540665388
MUR;2010-11-19;3,586588323
CDF;2010-03-01;1,816442668
DJF;2010-08-09;4,276505649
SOS;2010-11-09;2,638469994
NOK;2010-10-05;1,501467586
RON;2010-04-19;1,533026218
SAR;2010-05-04;4,379005075
UGX;2010-02-05;6,83289969
MZN;2010-05-10;2,958710551
DZD;2010-01-08;7,533557832
AFN;2010-08-17;2,982109785
GIP;2010-09-22;4,467315674
UGX;2010-01-04;3,55297482
MRU;2010-11-02;2,164322793
TTD;2010-12-01;1,955192089
XOF;2010-11-03;5,973863006
IRR;2010-04-12;6,263216257
COP;2010-04-23;7,638476372
ZAR;2010-06-29;1,362644732
CAD;2010-01-12;7,457416654
MMK;2010-07-05;1,263048828
PEN;2010-01-28;5,838991761
SGD;2010-09-08;5,342389524
MUR;2010-11-25;3,861636341
SOS;2010-09-29;4,447550535
MZN;2010-04-26;1,703514099
ISK;2010-09-27;2,602113187
VES;2010-07-06;5,443360209
VUV;2010-04-16;2,019788027
ARS;2010-10-13;3,119944215
ZAR;2010-04-06;4,32155925
SGD;2010-04-08;4,425362945
LSL;2010-04-20;2,565044165
HTG;2010-08-05;7,589387715
MXN;2010-08-04;4,086865962
SOS;2010-08-16;2,086254835
THB;2010-02-24;7,999600291
ZWL;2010-02-09;2,362749815
AWG;2010-08-10;5,999652565
HTG;2010-02-24;6,107255995
TTD;2010-05-21;2,383672357
TRY;2010-08-30;4,109284282
MRU;2010-09-28;2,153787255
LBP;2010-10-05;4,257552445
CZK;2010-03-29;6,926388562
TRY;2010-06-04;3,252000391
AWG;2010-09-16;3,003910184
XOF;2010-11-19;2,891968369
UGX;2010-05-06;2,490397096
MGB;2010-10-13;6,099485874
ZWL;2010-01-01;2,313752949
MZN;2010-02-09;3,266728282
XAU;2010-05-05;4,371052623
XAF;2010-11-25;2,64339
MMK;2010-06-08;6,033676624
JPY;2010-05-14;5,13053596
JPY;2010-02-23;6,876135826
LSL;2010-03-19;2,691189408
MRU;2010-02-02;2,970761061
VUV;2010-11-24;2,950339198
MGA;2010-10-01;3,423876822
MRU;2010-02-03;4,054625571
CZK;2010-05-11;6,937922955
NOK;2010-01-28;5,132854939
MUR;2010-06-10;2,340470016
VUV;2010-10-26;4,02829653
SOS;2010-08-24;7,176490664
PEN;2010-11-22;6,657857299
OMR;2010-05-04;6,154734552
PHP;2010-04-13;2,477575123
SLL;2010-09-28;5,526535511
MRU;2010-03-23;3,411654413
DZD;2010-04-12;3,790882885
SBD;2010-06-28;4,361972809
KMF;2010-02-02;6,975554407
SZL;2010-02-24;1,025802076
NOK;2010-06-01;3,077651024
LSL;2010-10-29;6,317721009
MGA;2010-08-06;1,952891886
PEN;2010-04-15;1,855276167
XAU;2010-09-17;4,645836532
ANG;2010-01-20;4,422551215
FJD;2010-11-22;3,358072162
TRY;2010-04-21;2,500621378
VUV;2010-05-12;4,120227456
MMK;2010-02-08;7,891970992
THB;2010-02-09;5,830444753
MUR;2010-07-08;1,523109853
AFN;2010-03-03;7,940098345
UYU;2010-02-02;3,495665848
COP;2010-08-02;6,310398996
TTD;2010-10-29;2,964739144
EGP;2010-07-02;4,214960515
LBP;2010-01-26;3,264644206
SAR;2010-01-15;6,927513421
ALL;2010-03-19;1,253719091
SSP;2010-09-08;1,69490242
UGX;2010-06-04;4,632561862
DJF;2010-06-17;6,818660378
CRC;2010-10-14;5,92285341
MGB;2010-06-10;5,856987417
ZWL;2010-01-14;5,788958907
PGK;2010-01-13;6,122169137
MRO;2010-04-23;4,608696163
TRY;2010-11-15;7,194695771
EUR;2010-04-06;6,927564323
ILS;2010-10-06;5,636100769
UGX;2010-05-11;4,574575722
HTG;2010-05-07;2,440084279
MRU;2010-09-02;4,481646776
LBP;2010-08-12;6,738788307
CAD;2010-06-29;1,753250718
NOK;2010-01-05;6,227867067
IRR;2010-03-15;3,838719845
EUR;2010-02-25;6,239399374
BOB;2010-10-29;1,406811714
TTD;2010-10-20;1,975550532
UYU;2010-05-05;2,704707325
CUP;2010-01-27;5,516822338
HTG;2010-09-16;3,491389215
CUP;2010-04-29;1,546101451
SSP;2010-11-25;6,468573093
CZK;2010-04-14;2,871968329
CAD;2010-02-25;4,513277173
MMK;2010-04-27;5,340480685
USD;2010-08-24;4,172739923
CZK;2010-01-05;1,041044831
MZN;2010-03-18;3,418035567
MRU;2010-04-07;5,920297027
PGK;2010-07-28;2,247385859
MGA;2010-03-16;5,802151799
GBP;2010-07-21;4,087727129
IRR;2010-09-24;7,660688579
NIO;2010-10-18;4,978138447
ANG;2010-03-09;2,855553567
XPF;2010-04-27;7,915848792
PEN;2010-01-05;7,152229846
SOS;2010-02-15;6,358791709
UGX;2010-03-30;1,217109859
WST;2010-03-30;5,155523181
PHP;2010-09-21;6,932130098
CUP;2010-06-17;1,013831675
SSP;2010-11-30;6,54138726
SOS;2010-07-15;5,680944085
MGA;2010-01-04;3,207328975
GEL;2010-07-23;1,750785708
CZK;2010-04-23;1,799616098
MXN;2010-04-23;4,127443075
KMF;2010-10-15;4,983591676
CLP;2010-03-29;2,751706481
MGB;2010-06-07;3,606813669
USD;2010-10-14;4,638412714
MZN;2010-11-03;2,897551358
NOK;2010-10-15;2,304479957
CUP;2010-07-01;4,146490991
GIP;2010-05-18;4,942476332
XOF;2010-11-22;4,941272199
MUR;2010-05-19;5,930959404
CVE;2010-03-08;5,257414281
NIO;2010-01-22;5,633655369
SZL;2010-06-24;2,911268294
AFN;2010-07-05;4,102757514
CDF;2010-05-11;7,524661183
XAF;2010-05-26;7,693126321
CRC;2010-10-05;3,675468445
MMK;2010-02-02;1,939830422
MUR;2010-08-09;3,258318961
ZAR;2010-01-28;3,257616341
CVE;2010-06-21;7,249770045
JPY;2010-04-28;4,888215661
GIP;2010-11-12;4,347162306
TRY;2010-09-16;3,257885873
MZN;2010-06-29;6,346079469
ISK;2010-11-18;4,607321799
EGP;2010-04-08;1,192244887
ILS;2010-03-31;1,326854527
HTG;2010-01-08;6,111493826
MXN;2010-03-31;6,207784832
SGD;2010-07-14;6,199335039
IRR;2010-06-21;3,431273103
XPF;2010-09-07;2,4261024
BYN;2010-05-10;6,805680692
PEN;2010-07-07;7,810369492
XAU;2010-03-01;6,244664848
MGA;2010-03-29;1,36175102
SOS;2010-10-12;4,275915682
CLP;2010-05-12;4,983867049
XDR;2010-01-13;1,924817145
AWG;2010-11-26;3,690199673
AFN;2010-05-06;6,132586181
DJF;2010-04-12;5,93445456
CAD;2010-09-01;2,059141397
BYN;2010-05-14;2,682336986
PEN;2010-11-15;4,361712039
GIP;2010-06-24;6,34695816
LSL;2010-04-13;3,627603948
OMR;2010-11-04;3,254489601
AFN;2010-09-13;3,913181245
XDR;2010-07-06;2,183920205
SLL;2010-01-25;3,174312115
XOF;2010-06-10;1,206394076
XAF;2010-05-24;3,241718531
MZN;2010-01-05;3,350035012
XOF;2010-04-14;5,712225258
DJF;2010-03-16;2,917779624
CDF;2010-07-26;3,53016305
SBD;2010-08-27;6,36246419
TTD;2010-04-19;5,852740407
TTD;2010-10-04;7,434615731
EGP;2010-03-02;7,463903368
CVE;2010-02-16;2,639591515
OMR;2010-06-11;7,513729274
MUR;2010-05-07;5,170150936
DJF;2010-07-28;4,274806678
VUV;2010-09-15;3,120872974
XOF;2010-10-29;1,435097158
DZD;2010-09-06;5,967594504
ARS;2010-07-15;4,454634309
SSP;2010-03-25;1,372376263
MGB;2010-06-09;1,271951318
XPF;2010-07-06;3,509567201
MMK;2010-12-01;3,159547925
PGK;2010-08-24;4,073854983
MZN;2010-04-30;5,406110525
ALL;2010-12-01;1,906221092
BOB;2010-03-05;2,486161351
THB;2010-03-11;6,597941458
XAF;2010-10-12;1,099683106
THB;2010-08-04;6,376844943
MGB;2010-05-25;3,203176677
XDR;2010-11-16;2,214400291
CLP;2010-09-23;4,594899535
CAD;2010-01-15;7,535848439
VES;2010-04-30;4,287263572
OMR;2010-02-02;2,053087354
JPY;2010-01-26;6,718687296
VES;2010-03-08;4,696474791
DJF;2010-04-19;5,346964061
MXN;2010-11-02;2,074243128
VUV;2010-11-15;4,651133716
XPF;2010-11-04;6,537572503
JPY;2010-07-29;5,963745117
MMK;2010-10-05;5,821084559
SOS;2010-03-12;1,232004225
USD;2010-08-03;3,750386715
CAD;2010-11-01;6,592201173
UGX;2010-09-23;3,091213584
BYN;2010-08-11;6,35528028
CUP;2010-09-27;7,145924628
BOB;2010-04-21;5,064475954
WST;2010-11-24;6,247793257
CVE;2010-04-29;7,61686331
GIP;2010-11-03;2,240825295
MGB;2010-03-23;5,128518224
CZK;2010-06-03;7,882024586
WST;2010-08-09;7,861822605
MMK;2010-09-22;4,882760763
MMK;2010-02-10;5,116931677
GIP;2010-04-19;7,116034508
PGK;2010-11-16;7,943855107
PGK;2010-07-26;4,882241726
SLL;2010-03-09;1,23872751
MMK;2010-11-05;6,245155096
MRO;2010-08-02;1,836795688
XOF;2010-01-04;3,855210125
GIP;2010-01-11;4,104878306
ISK;2010-10-20;4,972854614
AFN;2010-01-05;7,091402769
GBP;2010-11-15;2,57773304
HTG;2010-02-17;1,550252914
BYN;2010-03-02;5,414796472
MXN;2010-10-19;4,715554416
UGX;2010-03-15;6,0234828
CUP;2010-05-03;3,573441744
CVE;2010-11-09;7,631186903
ZAR;2010-09-06;2,706783891
XDR;2010-10-26;6,20660907
COP;2010-11-16;7,314185321
MRO;2010-06-15;4,077663898
MMK;2010-04-09;2,217774034
EGP;2010-11-03;5,6555776
SBD;2010-11-10;7,731837571
IRR;2010-10-04;7,745452702
COP;2010-03-31;6,922699392
XDR;2010-01-01;2,265208781
SAR;2010-05-25;7,8620525
MRU;2010-02-15;7,800095141
COP;2010-04-26;7,467739403
AFN;2010-04-08;3,855643213
JPY;2010-11-12;6,998994112
MZN;2010-04-21;3,879404604
CAD;2010-02-24;1,004502356
HTG;2010-04-16;3,010861278
XOF;2010-07-08;3,664389253
ALL;2010-01-20;1,791040301
GBP;2010-03-08;2,608526468
KMF;2010-11-24;4,555783153
GBP;2010-08-04;2,12456888
SSP;2010-08-18;2,625759423
EUR;2010-01-05;6,459438205
SGD;2010-08-16;1,317653298
KES;2010-09-07;1,924851358
DJF;2010-08-31;1,064769924
IRR;2010-11-05;3,410076439
WST;2010-09-10;2,474286079
XAU;2010-03-18;5,222569942
CAD;2010-03-16;7,943425357
GIP;2010-03-24;4,849523187
AWG;2010-08-12;2,625250399
SAR;2010-02-11;6,701587439
AWG;2010-06-29;1,170624316
DZD;2010-08-31;2,698238969
XPF;2010-06-03;3,553603172
DJF;2010-03-19;1,845489144
ILS;2010-11-01;6,330967307
PGK;2010-07-29;2,060810745
PGK;2010-04-30;4,407753646
MMK;2010-04-12;2,588855207
NOK;2010-03-19;3,503914118
UYU;2010-10-29;1,265757918
BOB;2010-01-01;4,467740834
MRU;2010-10-20;5,483109117
SZL;2010-06-25;4,336924672
FJD;2010-06-04;5,537862122
VES;2010-02-08;1,225278854
PGK;2010-04-14;7,914164007
ANG;2010-02-16;1,965739727
NOK;2010-06-30;5,910776198
NIO;2010-04-28;7,647528231
GEL;2010-03-11;2,978437304
XPF;2010-03-19;2,779193759
CDF;2010-01-21;5,74407053
OMR;2010-06-08;5,902522087
FJD;2010-09-09;4,461934209
MUR;2010-01-01;5,679931462
VUV;2010-06-14;7,5646258
SBD;2010-11-26;3,754588664
MGB;2010-11-30;6,448476672
ZWL;2010-11-03;1,764826
ZAR;2010-03-11;1,084388196
XAF;2010-07-02;2,163963139
MGA;2010-05-07;1,968238115
ILS;2010-07-20;2,263049603
CVE;2010-11-02;6,009301066
ILS;2010-06-24;1,324445844
COP;2010-08-23;1,16753304
LSL;2010-09-09;2,799614787
CLP;2010-11-09;6,180674732
MRU;2010-11-10;5,424580157
ZAR;2010-03-22;4,371765256
XOF;2010-08-19;6,670628786
CZK;2010-01-06;7,992089689
CDF;2010-10-12;7,18215251
RON;2010-02-04;1,249580145
SAR;2010-09-28;7,81846422
THB;2010-03-31;3,893599689
ZAR;2010-07-26;4,78923893
ALL;2010-01-08;4,343084693
CRC;2010-11-10;1,680290103
SBD;2010-06-23;1,069860995
XOF;2010-11-24;7,280979455
LBP;2010-10-08;5,232047796
TRY;2010-01-19;7,528385818
COP;2010-10-28;3,20380795
ZAR;2010-09-22;2,243614078
EGP;2010-12-01;3,050806701
SBD;2010-08-17;5,17201972
ILS;2010-08-04;2,813381374
XAF;2010-03-05;7,566093206
CZK;2010-09-24;3,783682704
MZN;2010-01-26;6,358547211
SAR;2010-07-01;6,845077038
MGA;2010-07-09;2,666978657
NIO;2010-11-24;2,711269557
XAF;2010-08-24;2,993445992
CZK;2010-10-05;4,427336037
LBP;2010-10-28;7,150999427
LBP;2010-05-07;4,741479993
CZK;2010-06-22;4,754344106
CDF;2010-04-02;3,510016143
CUP;2010-02-10;5,183437705
CUP;2010-06-30;5,568842053
CUP;2010-02-25;3,20169884
ALL;2010-07-12;3,635163367
EUR;2010-02-26;7,263053894
MGB;2010-05-13;2,369415939
GEL;2010-11-19;2,622407377
ZAR;2010-10-22;7,159840584
ISK;2010-10-22;7,540440917
UYU;2010-01-13;7,641742885
LSL;2010-05-25;4,477896273
DZD;2010-07-26;2,671355009
AFN;2010-06-15;2,384574831
VES;2010-01-11;3,266331911
OMR;2010-03-30;6,223613381
AFN;2010-11-09;1,02451992
JPY;2010-06-14;6,884741247
MGA;2010-01-11;2,626188755
SGD;2010-10-11;5,066594243
XAU;2010-09-07;7,856494129
GEL;2010-10-08;4,154232323
COP;2010-10-07;3,560155809
SLL;2010-10-20;7,125350475
EUR;2010-08-23;5,052411675
BOB;2010-09-13;4,023396134
CAD;2010-10-13;4,174873233
AWG;2010-07-19;4,866081893
VES;2010-09-27;6,823387206
MUR;2010-06-09;7,814322352
MRO;2010-07-13;6,174996614
MXN;2010-07-02;6,366083264
CUP;2010-04-27;5,001803875
SOS;2010-02-26;1,554784477
OMR;2010-10-21;1,130331337
VES;2010-03-24;6,759944916
CVE;2010-01-14;1,159009814
ZAR;2010-11-15;1,502948761
UYU;2010-01-11;6,546596825
VES;2010-11-04;2,502532303
XAF;2010-04-21;2,076709807
XPF;2010-10-22;2,689187109
SOS;2010-08-05;5,252820551
ISK;2010-07-20;7,551988244
BYN;2010-10-01;5,803498209
XPF;2010-07-01;5,778842688
KES;2010-08-09;2,888398528
EGP;2010-01-08;7,612445235
LSL;2010-09-21;7,557644248
ANG;2010-04-27;6,538331866
SGD;2010-07-06;7,241826355
ANG;2010-07-14;6,378672004
ZWL;2010-10-29;7,431488991
UYU;2010-06-16;3,416825593
GBP;2010-07-29;6,07730788
VUV;2010-01-11;7,759344041
JPY;2010-07-08;4,686540902
VUV;2010-04-05;5,044186771
CAD;2010-04-06;1,32690084
MGA;2010-01-07;7,949043393
GEL;2010-02-02;6,224993169
WST;2010-09-23;7,806068242
AFN;2010-11-22;6,727205098
JPY;2010-04-20;7,776546955
ISK;2010-05-07;6,080597758
CDF;2010-04-19;2,840328336
LSL;2010-01-26;3,582505703
JPY;2010-10-20;1,938945472
AFN;2010-04-23;2,507428527
CAD;2010-08-11;1,733100474
ILS;2010-07-27;7,463578761
XOF;2010-04-15;6,446016669
COP;2010-11-04;4,280320823
XPF;2010-07-30;4,977912724
MXN;2010-10-26;4,52291441
LSL;2010-11-17;2,545741737
VUV;2010-08-27;4,643620193
XAU;2010-06-17;6,949967206
VUV;2010-03-24;3,28479737
LBP;2010-04-05;1,797477365
CAD;2010-08-20;5,469923735
DZD;2010-05-12;5,521492422
RON;2010-07-14;2,697521329
MMK;2010-05-10;7,911582172
DJF;2010-05-19;4,894713223
THB;2010-04-26;6,954972327
MGB;2010-01-04;4,071434617
CLP;2010-08-03;1,325207293
LSL;2010-06-29;5,358570218
CZK;2010-01-07;2,900490761
MGA;2010-06-28;3,953612328
GBP;2010-09-22;5,067276835
THB;2010-07-22;2,497973204
SLL;2010-05-17;5,357412815
VUV;2010-10-06;1,123971879
MRO;2010-11-17;5,753997743
BOB;2010-04-22;4,064679623
CRC;2010-11-23;4,188906848
BYN;2010-06-04;4,916188598
DZD;2010-05-05;3,243970752
TTD;2010-10-21;2,766941726
MGB;2010-02-08;4,768955171
SOS;2010-07-07;4,736664295
CUP;2010-11-11;7,335544705
KMF;2010-01-11;2,263477266
BOB;2010-06-16;5,325633466
RON;2010-06-28;5,666676402
SBD;2010-06-17;6,967010319
CZK;2010-07-15;1,519835413
RON;2010-02-01;4,619750321
NOK;2010-09-16;4,418201983
XPF;2010-11-18;7,448455334
WST;2010-11-10;7,727342308
ISK;2010-10-08;5,793831348
DZD;2010-02-26;7,398598552
TTD;2010-04-27;2,277724504
VES;2010-02-03;7,832085192
CAD;2010-04-23;4,679537237
IRR;2010-11-10;3,019173384
MXN;2010-01-21;6,92157495
ILS;2010-04-23;6,770760417
ANG;2010-05-21;5,198445559
AFN;2010-05-24;7,186840951
WST;2010-09-30;5,384622216
FJD;2010-10-25;7,829928517
ZAR;2010-03-16;1,682262778
SBD;2010-04-08;4,649339616
XAF;2010-09-27;2,365671277
COP;2010-08-05;6,428115726
RON;2010-04-05;5,223744035
AWG;2010-06-30;5,959735513
SZL;2010-04-14;1,405794501
ILS;2010-06-07;5,95979768
SOS;2010-08-09;7,998244703
THB;2010-02-04;2,443155527
CLP;2010-08-18;5,497582912
MUR;2010-02-01;6,890083909
SZL;2010-01-21;2,507361352
SAR;2010-05-03;7,375919878
SOS;2010-04-29;1,907354295
KMF;2010-11-10;2,292926788
JPY;2010-06-24;1,47713083
NIO;2010-06-22;4,34893012
ARS;2010-08-13;5,098553836
CRC;2010-03-10;4,406284988
GIP;2010-08-12;1,036711872
NIO;2010-05-03;4,608707428
VUV;2010-08-18;3,147300482
SBD;2010-07-28;6,610508084
ANG;2010-01-19;5,878718138
SSP;2010-07-09;5,758763373
UYU;2010-01-04;7,106927156
ANG;2010-06-07;2,40686506
ARS;2010-10-21;6,374964476
KES;2010-05-21;3,77715385
SOS;2010-01-27;7,59897238
XOF;2010-08-06;2,696950138
LBP;2010-09-20;7,629276395
AFN;2010-11-01;5,412438273
SZL;2010-07-06;1,318938792
NOK;2010-11-04;4,875709534
XPF;2010-03-23;7,520881891
CRC;2010-05-20;3,200206399
MZN;2010-05-14;1,383175492
ZWL;2010-04-28;3,001052141
CUP;2010-11-10;5,546168387
VUV;2010-03-11;6,683752418
TRY;2010-09-22;1,504316032
AWG;2010-08-18;4,097268403
HTG;2010-07-20;3,645894587
CLP;2010-03-23;4,874730706
MRO;2010-03-19;4,585443377
DJF;2010-05-25;1,131764948
DZD;2010-08-30;2,793271601
VUV;2010-10-13;3,960820436
XPF;2010-02-16;7,715996921
CLP;2010-02-22;6,763687909
CLP;2010-09-21;5,35043335
MRU;2010-08-09;5,926528811
EUR;2010-09-29;3,991761982
SBD;2010-08-31;4,512259126
UYU;2010-06-23;6,470097661
NOK;2010-04-12;4,053946733
DZD;2010-04-23;6,248041511
ARS;2010-07-19;1,029046059
AWG;2010-02-19;7,441483796
GIP;2010-02-25;1,20829457
FJD;2010-03-04;1,761887014
USD;2010-07-14;5,896087527
XDR;2010-06-02;2,066964924
ALL;2010-02-10;3,320792019
SLL;2010-08-12;6,905579507
CDF;2010-08-23;2,202717781
ZWL;2010-04-21;7,971004426
PGK;2010-06-14;5,659573436
CRC;2010-06-22;6,183392584
BOB;2010-06-14;4,876870692
XAF;2010-01-13;5,263382375
CDF;2010-04-22;2,314420521
BOB;2010-04-14;1,02190721
JPY;2010-06-11;3,650069833
ISK;2010-08-27;3,885974765
MMK;2010-08-26;5,270986855
UGX;2010-01-29;4,655548871
KMF;2010-05-03;1,772471368
COP;2010-08-31;3,253741503
ALL;2010-05-21;1,640636742
CRC;2010-09-29;7,047346354
CUP;2010-10-26;6,432995677
ILS;2010-05-13;5,510366917
UGX;2010-08-12;1,495840788
XOF;2010-05-13;2,003293157
CDF;2010-02-02;6,288999557
ISK;2010-05-06;7,993048489
XAF;2010-03-17;4,128607988
SAR;2010-07-09;2,262661576
VUV;2010-09-02;6,978288114
FJD;2010-08-13;4,342535198
SAR;2010-07-26;7,75553304
CAD;2010-06-04;3,304304659
HTG;2010-08-12;6,946193337
FJD;2010-05-20;7,60643208
MXN;2010-03-01;3,619545519
FJD;2010-11-25;3,8580423
MRU;2010-04-23;7,140770555
MXN;2010-05-26;2,47328347
SAR;2010-11-15;7,769158185
KMF;2010-11-16;5,570413351
RON;2010-09-20;4,544526219
AFN;2010-03-24;3,426482439
HTG;2010-07-05;7,86172998
UGX;2010-10-12;1,823610723
COP;2010-08-17;6,550738692
ZWL;2010-10-12;6,359984577
PGK;2010-10-05;5,355138481
KES;2010-03-10;6,445484281
IRR;2010-11-22;5,9517138
FJD;2010-07-12;1,893697441
BOB;2010-09-28;5,51233083
PEN;2010-07-26;6,680743754
MXN;2010-04-07;6,286900043
GEL;2010-01-27;5,308461845
SOS;2010-03-19;1,432227015
IRR;2010-04-16;3,926555634
NOK;2010-07-12;6,934047282
XAF;2010-06-04;4,008569777
UYU;2010-10-07;5,08244741
TTD;2010-05-05;4,057684302
DZD;2010-04-13;7,763266444
USD;2010-07-07;1,915991843
SSP;2010-05-13;3,119626284
SGD;2010-04-21;3,175535858
DJF;2010-06-16;2,032753527
MGA;2010-01-26;3,631030262
DZD;2010-03-15;3,538245261
SLL;2010-09-03;4,535198152
HTG;2010-05-06;2,725656986
MGA;2010-09-01;7,654732168
ARS;2010-08-26;5,209714174
EGP;2010-02-17;1,3996979
MUR;2010-09-24;6,850851953
DZD;2010-08-04;6,248283088
GEL;2010-08-02;1,072378159
CRC;2010-10-08;7,986951053
ANG;2010-03-12;2,830036044
VES;2010-09-13;6,498782814
MRO;2010-03-24;5,828394473
AFN;2010-07-06;6,894292951
EGP;2010-03-16;1,403248131
KES;2010-06-25;4,580104053
SLL;2010-06-02;1,184985876
AWG;2010-06-02;6,979203105
VUV;2010-01-04;2,327424407
UYU;2010-02-05;4,912360907
KMF;2010-08-04;6,873880267
MMK;2010-05-13;1,267214894
TTD;2010-09-20;5,787941694
CLP;2010-06-30;1,588020384
LBP;2010-11-26;7,589700639
AWG;2010-03-29;1,040086448
SBD;2010-02-10;7,580466866
MRO;2010-01-28;2,62467587
KES;2010-09-03;5,677065909
SLL;2010-06-07;7,340576112
CAD;2010-11-08;2,952586412
EUR;2010-05-25;4,006486535
CUP;2010-01-20;5,164830387
CLP;2010-01-21;1,762035549
SSP;2010-06-28;4,439723253
CLP;2010-06-22;2,431381643
XAU;2010-06-04;1,420022964
CUP;2010-03-22;2,528475404
TTD;2010-06-15;4,067794263
LBP;2010-09-29;7,233807147
CLP;2010-05-25;6,03182286
CVE;2010-10-19;7,16847229
MUR;2010-06-04;1,563781679
XOF;2010-02-23;5,692670405
AFN;2010-10-18;4,114089966
MGA;2010-01-13;4,788612247
PGK;2010-05-31;1,149402618
MXN;2010-11-29;4,499238968
WST;2010-09-06;5,70955205
XOF;2010-11-05;6,146928549
DZD;2010-07-05;1,257024825
WST;2010-05-20;6,783377111
CUP;2010-10-07;7,422583163
MRO;2010-05-19;2,157259047
CVE;2010-03-19;2,429154873
ISK;2010-04-16;4,888358772
XDR;2010-02-19;6,098200798
MXN;2010-01-01;2,495169401
DZD;2010-11-09;3,722919464
BOB;2010-11-24;6,86947763
CVE;2010-03-30;3,945107877
MRU;2010-02-04;1,282829404
SLL;2010-11-30;7,866441786
TTD;2010-06-10;7,731854677
DZD;2010-03-11;2,513748348
USD;2010-09-14;1,036702275
XAU;2010-08-09;1,337353349
AWG;2010-09-29;3,322363317
PGK;2010-08-17;3,269447803
NIO;2010-05-28;6,665165126
SSP;2010-02-04;7,5855304
AWG;2010-02-01;6,230642498
SZL;2010-11-18;1,249207139
MXN;2010-04-06;3,423670709
JPY;2010-04-13;5,873304546
ANG;2010-07-13;5,716444314
VUV;2010-10-27;1,525879025
MUR;2010-01-05;4,743121803
KMF;2010-01-18;1,141089678
ILS;2010-01-26;1,73069638
WST;2010-04-26;3,325326502
TTD;2010-03-17;6,0554232
MGA;2010-01-19;4,054431558
SGD;2010-07-30;6,050598323
CRC;2010-05-07;6,164740622
JPY;2010-07-27;2,516172051
ISK;2010-09-24;2,527807832
LBP;2010-11-22;4,315785587
BOB;2010-06-17;5,854937553
GIP;2010-06-08;2,802653074
ILS;2010-05-03;6,647612572
CAD;2010-10-08;3,539975107
CRC;2010-01-08;3,907169342
MGA;2010-07-21;1,931117356
SLL;2010-10-18;2,465226293
MMK;2010-05-03;5,771400094
SGD;2010-07-19;5,277428508
XDR;2010-10-27;3,383763671
EUR;2010-07-14;4,194663405
PGK;2010-02-26;3,327138543
KES;2010-11-23;1,337780595
UGX;2010-10-28;5,586365402
XAU;2010-10-01;7,051930487
CUP;2010-02-02;3,618062258
USD;2010-03-01;5,466949284
LSL;2010-06-28;7,335368216
IRR;2010-05-06;7,057724595
AWG;2010-02-02;1,521502256
IRR;2010-01-22;6,529180288
ZAR;2010-05-10;1,304557621
ISK;2010-01-07;2,002901793
VES;2010-01-28;7,345537007
LSL;2010-08-06;4,249678016
MGA;2010-04-28;6,087629378
KMF;2010-03-29;3,350383401
ISK;2010-08-03;5,456981182
MGA;2010-09-15;4,814204037
MUR;2010-02-12;2,4841699
ZAR;2010-09-16;2,64061749
VES;2010-11-15;4,347756863
UYU;2010-03-26;4,504449785
JPY;2010-10-26;7,223854482
UYU;2010-02-08;5,537443221
PHP;2010-11-19;3,289542139
COP;2010-06-02;3,42482686
AFN;2010-01-26;7,757386386
MGA;2010-08-13;6,373224616
CDF;2010-03-04;7,809614301
DZD;2010-11-10;7,012261689
MRO;2010-11-09;5,246547043
MGB;2010-03-17;5,04745996
MGA;2010-01-29;1,205397725
SAR;2010-03-11;3,958302021
ZWL;2010-09-09;1,369546175
HTG;2010-05-17;4,533071935
SBD;2010-11-05;6,237285256
KES;2010-07-08;4,854846239
MRO;2010-09-22;3,218288839
VUV;2010-05-21;1,836824477
FJD;2010-03-19;1,438061595
THB;2010-05-07;6,938703179
HTG;2010-04-08;7,853616476
EUR;2010-06-01;1,240655124
MXN;2010-04-19;7,090312958
USD;2010-10-06;4,163723111
MRU;2010-09-22;1,394101977
RON;2010-06-15;4,595597565
RON;2010-09-22;1,120299816
SOS;2010-03-05;7,713544846
ALL;2010-03-05;1,754951358
